img_size,feature_count,train_r2,test_r2,r2_gap,rmse_test,duration_sec,converged_epoch,acc_within_5_pct,learning_rate,max_depth,rate_drop,skip_drop,subsample
32x32,1026,0.05859860912044568,0.006625926735002841,0.05197268238544284,0.33067072911359807,1.5089054107666016,1,1.6666666666666667,0.1,5,0.05,0.1,0.5
32x32,1026,0.020432882001277686,0.004967464155900991,0.015465417845376694,0.3309466454788052,1.514897108078003,0,0.5555555555555556,0.1,5,0.05,0.1,0.6
32x32,1026,0.02615358929721001,0.0020717987661988957,0.024081790531011116,0.33142784309051604,1.5004713535308838,0,1.1111111111111112,0.1,5,0.05,0.1,0.7
32x32,1026,0.06616165871348001,-0.0018189510242185847,0.0679806097376986,0.3320733045407856,1.5081493854522705,1,1.1111111111111112,0.1,5,0.05,0.1,0.8
32x32,1026,0.06689494841735699,0.003927408557508838,0.06296753985984815,0.33111956093716616,1.5755844116210938,1,1.6666666666666667,0.1,5,0.05,0.1,0.9
32x32,1026,0.12879262508134326,0.014830452194092403,0.11396217288725086,0.32930235159516197,1.7406392097473145,4,0.0,0.1,5,0.1,0.5,0.5
32x32,1026,0.02242219489203512,0.005693408000813638,0.01672878689122148,0.33082589941922935,1.5567703247070312,0,0.5555555555555556,0.1,5,0.1,0.5,0.6
32x32,1026,0.0287295984968452,0.0024749304498212776,0.02625466804702392,0.33136089310332617,1.4899828433990479,0,1.1111111111111112,0.1,5,0.1,0.5,0.7
32x32,1026,0.138157196300284,0.006795861346167498,0.1313613349541165,0.3306424442979002,1.603452205657959,3,2.2222222222222223,0.1,5,0.1,0.5,0.8
32x32,1026,0.06769592621114362,0.0037916553639006922,0.06390427084724293,0.331142124054952,1.515324592590332,1,1.6666666666666667,0.1,5,0.1,0.5,0.9
32x32,1026,0.07891049001904737,0.010703560558905312,0.06820692946014206,0.32999135730140017,1.6228375434875488,2,0.5555555555555556,0.1,5,0.1,0.3,0.5
32x32,1026,0.01832264237924952,0.004164701099469426,0.014157941279780095,0.33108011758581407,1.5082364082336426,0,0.5555555555555556,0.1,5,0.1,0.3,0.6
32x32,1026,0.02342738633275676,0.0016026544992202574,0.021824731833536504,0.331505739076535,1.4501588344573975,0,1.1111111111111112,0.1,5,0.1,0.3,0.7
32x32,1026,0.12453159036091743,0.0072921453123778734,0.11723944504853956,0.3305598263139336,1.6825971603393555,3,1.1111111111111112,0.1,5,0.1,0.3,0.8
32x32,1026,0.06109119983621547,0.00372122524687013,0.05736997458934534,0.3311538294208419,1.5494611263275146,1,0.5555555555555556,0.1,5,0.1,0.3,0.9
32x32,1026,0.0803784737957911,0.009910606092312202,0.0704678677034789,0.3301235804133644,1.7062649726867676,2,0.0,0.1,5,0.1,0.2,0.5
32x32,1026,0.020161364248875935,0.004866034918576956,0.015295329330298979,0.33096351267120605,1.4927115440368652,0,0.5555555555555556,0.1,5,0.1,0.2,0.6
32x32,1026,0.025802452550085175,0.002013786734665013,0.023788665815420162,0.33143747631014225,1.501399040222168,0,1.1111111111111112,0.1,5,0.1,0.2,0.7
32x32,1026,0.1270647628786684,0.006241321303287473,0.12082344157538094,0.3307347359436799,1.6393210887908936,3,1.1111111111111112,0.1,5,0.1,0.2,0.8
32x32,1026,0.06446102379553553,0.0038033522123473995,0.06065767158318813,0.3311401800185314,1.6725108623504639,1,1.1111111111111112,0.1,5,0.1,0.2,0.9
32x32,1026,0.053536372974603674,0.007120848121201284,0.04641552485340239,0.3305883450402701,1.5411901473999023,1,1.1111111111111112,0.1,5,0.1,0.1,0.5
32x32,1026,0.017494383691425752,0.003840695448178222,0.01365368824324753,0.3311339734318343,1.5065464973449707,0,0.5555555555555556,0.1,5,0.1,0.1,0.6
32x32,1026,0.022359119507794456,0.0014072004431422425,0.020951919064652214,0.33153818656388373,1.5206756591796875,0,1.1111111111111112,0.1,5,0.1,0.1,0.7
32x32,1026,0.05930053218045317,-0.0010615825319753025,0.06036211471242847,0.3319477581987405,1.5336403846740723,1,0.0,0.1,5,0.1,0.1,0.8
32x32,1026,0.09601763551331854,0.005550091861945328,0.09046754365137322,0.33084974064816663,1.6061954498291016,2,1.1111111111111112,0.1,5,0.1,0.1,0.9
32x32,1026,0.12761006396455854,0.01558274719788244,0.1120273167666761,0.32917659668027244,1.6310806274414062,4,0.0,0.1,5,0.2,0.5,0.5
32x32,1026,0.021589285035021444,0.00539319029355656,0.016196094741464884,0.33087583989929936,1.550097942352295,0,0.5555555555555556,0.1,5,0.2,0.5,0.6
