accuracy,macro_f1,weighted_f1,booster,colsample_bytree,learning_rate,max_depth,n_estimators,rate_drop,skip_drop,subsample
0.9415274463007159,0.9412859510596946,0.9413268434202436,dart,0.8,0.1,4,250,0.2,0.5,0.7
0.9451073985680191,0.9449687564327258,0.9450074332833148,dart,0.8,0.1,4,250,0.2,0.5,0.8
0.9415274463007159,0.9413951813963656,0.9414360955840607,dart,0.8,0.1,4,250,0.2,0.5,0.9
0.9463007159904535,0.9460681353247841,0.9461001893385372,dart,0.8,0.1,4,350,0.1,0.5,0.7
0.9451073985680191,0.9449571849538846,0.9449910190701415,dart,0.8,0.1,4,350,0.1,0.5,0.8
0.9486873508353222,0.9485426013066496,0.9485796758823548,dart,0.8,0.1,4,350,0.1,0.5,0.9
0.9463007159904535,0.946143041604784,0.9461805277718,dart,0.8,0.1,4,350,0.2,0.5,0.7
0.9486873508353222,0.9485727270872958,0.9486060677144926,dart,0.8,0.1,4,350,0.2,0.5,0.8
0.9451073985680191,0.9449637535856337,0.9450168193660644,dart,0.8,0.1,4,350,0.2,0.5,0.9
0.9439140811455847,0.9437440705532959,0.9437747075403068,dart,0.8,0.1,6,150,0.1,0.5,0.7
0.9427207637231504,0.9425280890974594,0.9425684065794289,dart,0.8,0.1,6,150,0.1,0.5,0.8
0.9415274463007159,0.9413426679257044,0.9413627945686779,dart,0.8,0.1,6,150,0.1,0.5,0.9
0.9391408114558473,0.9390353349849737,0.9390589740923633,dart,0.8,0.1,6,150,0.2,0.5,0.7
0.9427207637231504,0.9424600513206352,0.9425020657692793,dart,0.8,0.1,6,150,0.2,0.5,0.8
0.9439140811455847,0.9438138079727105,0.9438398323246269,dart,0.8,0.1,6,150,0.2,0.5,0.9
0.9463007159904535,0.9461235334148881,0.9461556088713557,dart,0.8,0.1,6,250,0.1,0.5,0.7
0.9451073985680191,0.9448803270029943,0.944906918232539,dart,0.8,0.1,6,250,0.1,0.5,0.8
0.9474940334128878,0.9473872766258765,0.9474111455711844,dart,0.8,0.1,6,250,0.1,0.5,0.9
0.9427207637231504,0.9426960035315649,0.9427191244132962,dart,0.8,0.1,6,250,0.2,0.5,0.7
0.9474940334128878,0.9472927032137467,0.9473262085743123,dart,0.8,0.1,6,250,0.2,0.5,0.8
0.9451073985680191,0.9449823219561984,0.9450004511528914,dart,0.8,0.1,6,250,0.2,0.5,0.9
0.9498806682577565,0.9497543220572268,0.9497797756544626,dart,0.8,0.1,6,350,0.1,0.5,0.7
0.9486873508353222,0.9484782850590926,0.9485044836046391,dart,0.8,0.1,6,350,0.1,0.5,0.8
0.9451073985680191,0.9449478909081559,0.9449712740776567,dart,0.8,0.1,6,350,0.1,0.5,0.9
0.9439140811455847,0.9438250317474669,0.943836169037637,dart,0.8,0.1,6,350,0.2,0.5,0.7
0.9486873508353222,0.9485024583565121,0.9485343086531876,dart,0.8,0.1,6,350,0.2,0.5,0.8
0.9451073985680191,0.9449896941013477,0.94501316071245,dart,0.8,0.1,6,350,0.2,0.5,0.9
0.9439140811455847,0.94379094704466,0.9438075202101461,dart,0.8,0.1,8,150,0.1,0.5,0.7
0.9463007159904535,0.9460949728827749,0.9461111743415813,dart,0.8,0.1,8,150,0.1,0.5,0.8
0.9451073985680191,0.9450982668680089,0.9451227798743488,dart,0.8,0.1,8,150,0.1,0.5,0.9
0.9379474940334129,0.9377781648458138,0.9377996593662056,dart,0.8,0.1,8,150,0.2,0.5,0.7
0.9463007159904535,0.9461154724744062,0.9461410851604599,dart,0.8,0.1,8,150,0.2,0.5,0.8
0.9391408114558473,0.9392112613620818,0.9392415815748825,dart,0.8,0.1,8,150,0.2,0.5,0.9
