pipeline,nutrient,accuracy,macro_f1,weighted_f1,duration_s,colsample_bytree,learning_rate,max_depth,n_estimators,rate_drop,reg_alpha,reg_lambda,skip_drop,subsample
Preprocessed,N,0.333333333,0.27020202,0.282828283,42.91,0.5,0.01,3,150,0.1,1,5,0.5,0.8
Preprocessed,N,0.392156863,0.342619543,0.353234683,37.74,0.5,0.01,3,150,0.3,0.1,1,0.5,0.6
Preprocessed,N,0.37254902,0.328947368,0.339009288,38.02,0.5,0.01,3,150,0.3,0.1,1,0.5,0.7
Preprocessed,N,0.450980392,0.440438871,0.444956666,38.23,0.5,0.01,3,150,0.3,0.1,1,0.5,0.8
Preprocessed,N,0.392156863,0.305665349,0.320080601,37.91,0.5,0.01,3,150,0.3,0.1,5,0.5,0.6
Preprocessed,N,0.352941176,0.3002079,0.311507888,38.49,0.5,0.01,3,150,0.3,0.1,5,0.5,0.7
Preprocessed,N,0.352941176,0.3002079,0.311507888,38.18,0.5,0.01,3,150,0.3,0.1,5,0.5,0.8
Preprocessed,N,0.37254902,0.294117647,0.307958478,37.56,0.5,0.01,3,150,0.3,1,1,0.5,0.6
Preprocessed,N,0.333333333,0.27020202,0.282828283,37.96,0.5,0.01,3,150,0.3,1,1,0.5,0.7
Preprocessed,N,0.333333333,0.27020202,0.282828283,38.2,0.5,0.01,3,150,0.3,1,1,0.5,0.8
Preprocessed,N,0.411764706,0.291666667,0.308823529,37.84,0.5,0.01,3,150,0.3,1,5,0.5,0.6
Preprocessed,N,0.352941176,0.260869565,0.276214834,37.62,0.5,0.01,3,150,0.3,1,5,0.5,0.7
Preprocessed,N,0.333333333,0.27020202,0.282828283,37.99,0.5,0.01,3,150,0.3,1,5,0.5,0.8
Preprocessed,N,0.352941176,0.260869565,0.276214834,5.44,0.5,0.01,4,50,0.1,0.1,1,0.5,0.6
Preprocessed,N,0.37254902,0.294117647,0.307958478,5.51,0.5,0.01,4,50,0.1,0.1,1,0.5,0.7
Preprocessed,N,0.31372549,0.23880597,0.25285338,5.6,0.5,0.01,4,50,0.1,0.1,1,0.5,0.8
Preprocessed,N,0.411764706,0.291666667,0.308823529,5.38,0.5,0.01,4,50,0.1,0.1,5,0.5,0.6
Preprocessed,N,0.411764706,0.291666667,0.308823529,5.55,0.5,0.01,4,50,0.1,0.1,5,0.5,0.7
Preprocessed,N,0.333333333,0.25,0.264705882,5.64,0.5,0.01,4,50,0.1,0.1,5,0.5,0.8
Preprocessed,N,0.411764706,0.291666667,0.308823529,5.47,0.5,0.01,4,50,0.1,1,1,0.5,0.6
Preprocessed,N,0.431372549,0.301369863,0.319097502,5.51,0.5,0.01,4,50,0.1,1,1,0.5,0.7
Preprocessed,N,0.352941176,0.260869565,0.276214834,5.6,0.5,0.01,4,50,0.1,1,1,0.5,0.8
Preprocessed,N,0.470588235,0.32,0.338823529,5.49,0.5,0.01,4,50,0.1,1,5,0.5,0.6
Preprocessed,N,0.470588235,0.32,0.338823529,5.47,0.5,0.01,4,50,0.1,1,5,0.5,0.7
Preprocessed,N,0.411764706,0.291666667,0.308823529,5.59,0.5,0.01,4,50,0.1,1,5,0.5,0.8
Preprocessed,N,0.352941176,0.260869565,0.276214834,5,0.5,0.01,4,50,0.3,0.1,1,0.5,0.6
Preprocessed,N,0.352941176,0.260869565,0.276214834,5.23,0.5,0.01,4,50,0.3,0.1,1,0.5,0.7
Preprocessed,N,0.31372549,0.23880597,0.25285338,5.17,0.5,0.01,4,50,0.3,0.1,1,0.5,0.8
