pipeline,nutrient,accuracy,macro_f1,weighted_f1,duration_s,colsample_bytree,learning_rate,max_depth,n_estimators,rate_drop,reg_alpha,reg_lambda,skip_drop,subsample
Preprocessed,N,0.3333333333333333,0.2702020202020202,0.2828282828282829,17.82,0.5,0.01,3,100,0.3,0.1,5.0,0.5,0.8
Preprocessed,N,0.4117647058823529,0.2916666666666667,0.3088235294117647,17.72,0.5,0.01,3,100,0.3,1.0,1.0,0.5,0.6
Preprocessed,N,0.3333333333333333,0.25,0.2647058823529412,17.67,0.5,0.01,3,100,0.3,1.0,1.0,0.5,0.7
Preprocessed,N,0.3137254901960784,0.23880597014925373,0.2528533801580334,17.85,0.5,0.01,3,100,0.3,1.0,1.0,0.5,0.8
Preprocessed,N,0.4117647058823529,0.2916666666666667,0.3088235294117647,17.95,0.5,0.01,3,100,0.3,1.0,5.0,0.5,0.6
Preprocessed,N,0.37254901960784315,0.2714285714285714,0.28739495798319326,17.52,0.5,0.01,3,100,0.3,1.0,5.0,0.5,0.7
Preprocessed,N,0.3333333333333333,0.25,0.2647058823529412,18.17,0.5,0.01,3,100,0.3,1.0,5.0,0.5,0.8
Preprocessed,N,0.39215686274509803,0.34261954261954264,0.3532346826464474,41.96,0.5,0.01,3,150,0.1,0.1,1.0,0.5,0.6
Preprocessed,N,0.39215686274509803,0.3565323565323565,0.3654384830855419,42.63,0.5,0.01,3,150,0.1,0.1,1.0,0.5,0.7
Preprocessed,N,0.47058823529411764,0.4631578947368421,0.46687306501547987,42.58,0.5,0.01,3,150,0.1,0.1,1.0,0.5,0.8
Preprocessed,N,0.39215686274509803,0.3257995735607676,0.33824156528282956,41.9,0.5,0.01,3,150,0.1,0.1,5.0,0.5,0.6
Preprocessed,N,0.35294117647058826,0.3002079002079002,0.31150788797847623,42.01,0.5,0.01,3,150,0.1,0.1,5.0,0.5,0.7
Preprocessed,N,0.4117647058823529,0.39285714285714285,0.39915966386554624,42.43,0.5,0.01,3,150,0.1,0.1,5.0,0.5,0.8
Preprocessed,N,0.39215686274509803,0.3257995735607676,0.33824156528282956,42.02,0.5,0.01,3,150,0.1,1.0,1.0,0.5,0.6
